nome_original,nome_normalizado,frequencia,prevalencia,incluida_modelo,motivo
"TV com Chromecast, TV a cabo, Aparelho de DVD","tv com chromecast, tv a cabo, aparelho de dvd",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Sistema de som Samsung com Bluetooth e entrada auxiliar,sistema de som samsung com bluetooth e entrada auxiliar,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 48 polegadas com Netflix, TV a cabo","tv de alta definicao de 48 polegadas com netflix, tv a cabo",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi rápido (78 Mbps),wi-fi rapido (78 mbps),1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
TV de alta definição de 6 polegadas com Netflix,tv de alta definicao de 6 polegadas com netflix,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão a gás Consul,fogao a gas consul,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão elétrico Mueller ,fogao eletrico mueller,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Forno normal Mueller,forno normal mueller,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
TV de alta definição de 59 polegadas,tv de alta definicao de 59 polegadas,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi rápido (377 Mbps),wi-fi rapido (377 mbps),1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Forno Brastemp de embutir de aço inoxidável,forno brastemp de embutir de aco inoxidavel,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 50 polegadas com TV a cabo, Netflix","tv de alta definicao de 50 polegadas com tv a cabo, netflix",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi rápido (111 Mbps),wi-fi rapido (111 mbps),1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Geladeira Eletrolux 120l,geladeira eletrolux 120l,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão a gás Venax ,fogao a gas venax,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 40 polegadas com Apple TV, Netflix","tv de alta definicao de 40 polegadas com apple tv, netflix",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Geladeira Venax,geladeira venax,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"HDTV com Netflix, Disney+","hdtv com netflix, disney+",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
TV de alta definição de 46 polegadas com Netflix,tv de alta definicao de 46 polegadas com netflix,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"HDTV com Amazon Prime Video, Netflix, TV a cabo premium, TV a cabo","hdtv com amazon prime video, netflix, tv a cabo premium, tv a cabo",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 6 polegadas com Netflix, TV a cabo","tv de alta definicao de 6 polegadas com netflix, tv a cabo",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"HDTV com Amazon Prime Video, TV a cabo, Netflix","hdtv com amazon prime video, tv a cabo, netflix",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"Piscina interna compartilhada - disponível o ano todo, disponível em horários específicos, aquecida, piscina de natação, tamanho olímpico","piscina interna compartilhada - disponivel o ano todo, disponivel em horarios especificos, aquecida, piscina de natacao, tamanho olimpico",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 2 polegadas com TV a cabo premium, TV a cabo","tv de alta definicao de 2 polegadas com tv a cabo premium, tv a cabo",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de 46 polegadas com TV a cabo premium, TV a cabo","tv de 46 polegadas com tv a cabo premium, tv a cabo",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"Forno Conjugado com o fogão, à gás","forno conjugado com o fogao, a gas",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de 40 polegadas com Netflix, TV a cabo premium, TV a cabo, Amazon Prime Video, Disney+, HBO Max","tv de 40 polegadas com netflix, tv a cabo premium, tv a cabo, amazon prime video, disney+, hbo max",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"Serviços de limpeza disponíveis das 08:00 às 14:00, todos os dias disponível a um custo extra","servicos de limpeza disponiveis das 08:00 as 14:00, todos os dias disponivel a um custo extra",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
TV de alta definição de 43 polegadas com Chromecast,tv de alta definicao de 43 polegadas com chromecast,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão a lenha Other de aço inoxidável,fogao a lenha other de aco inoxidavel,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão Fischer sobre por de vidro,fogao fischer sobre por de vidro,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 50 polegadas com Amazon Prime Video, Netflix, Chromecast","tv de alta definicao de 50 polegadas com amazon prime video, netflix, chromecast",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Sabonete Variada para o corpo,sabonete variada para o corpo,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 50 polegadas com HBO Max, TV a cabo premium, TV a cabo","tv de alta definicao de 50 polegadas com hbo max, tv a cabo premium, tv a cabo",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão COOTOOP FISCHER de aço inoxidável,fogao cootoop fischer de aco inoxidavel,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Geladeira Cônsul com freezer parte de baixo ,geladeira consul com freezer parte de baixo,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Condicionador Própria,condicionador propria,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Sabonete Própria para o corpo,sabonete propria para o corpo,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 47 polegadas com HBO Max, TV a cabo premium, TV a cabo","tv de alta definicao de 47 polegadas com hbo max, tv a cabo premium, tv a cabo",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Xampu natura,xampu natura,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Condicionador natura,condicionador natura,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Sabonete líquido  vitoria secrets para o corpo,sabonete liquido  vitoria secrets para o corpo,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 63 polegadas com Amazon Prime Video, Apple TV","tv de alta definicao de 63 polegadas com amazon prime video, apple tv",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão ATLAS,fogao atlas,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Forno ATLAS,forno atlas,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
Geladeira Consul bem star,geladeira consul bem star,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Forno fiche,forno fiche,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Berço pago: sempre na acomodação,berco pago: sempre na acomodacao,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 32 polegadas com Chromecast, Netflix, TV a cabo premium","tv de alta definicao de 32 polegadas com chromecast, netflix, tv a cabo premium",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi rápido (89 Mbps),wi-fi rapido (89 mbps),1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Forno elétrico ,forno eletrico,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de 42 polegadas com Netflix, Amazon Prime Video","tv de 42 polegadas com netflix, amazon prime video",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de 65 polegadas com HBO Max, Disney+, Netflix, Amazon Prime Video, Apple TV","tv de 65 polegadas com hbo max, disney+, netflix, amazon prime video, apple tv",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Serviços de limpeza disponíveis 24 horas disponível a um custo extra,servicos de limpeza disponiveis 24 horas disponivel a um custo extra,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Sabonete Sabonete para o corpo,sabonete sabonete para o corpo,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"HDTV com Amazon Prime Video, Disney+, HBO Max, Netflix, TV a cabo","hdtv com amazon prime video, disney+, hbo max, netflix, tv a cabo",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"Piscina interna compartilhada - disponível o ano todo, borda infinita, cobertura da piscina, terraço","piscina interna compartilhada - disponivel o ano todo, borda infinita, cobertura da piscina, terraco",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Piscina privativa ao ar livre,piscina privativa ao ar livre,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Geladeira Electrolux 122l,geladeira electrolux 122l,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão a gás Venax de aço inoxidável,fogao a gas venax de aco inoxidavel,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
TV de alta definição de 65 polegadas com TV a cabo premium,tv de alta definicao de 65 polegadas com tv a cabo premium,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"Piscina externa privativa - aquecida, borda infinita","piscina externa privativa - aquecida, borda infinita",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Geladeira Brastemp  Novo aço inoxidável ,geladeira brastemp  novo aco inoxidavel,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão a gás Novo,fogao a gas novo,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Forno normal Fogão  de aço inoxidável,forno normal fogao  de aco inoxidavel,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Forno Philco de aço inoxidável,forno philco de aco inoxidavel,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 50 polegadas com Disney+, Netflix, TV a cabo","tv de alta definicao de 50 polegadas com disney+, netflix, tv a cabo",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Forno normal EOS de aço inoxidável,forno normal eos de aco inoxidavel,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 60 polegadas com Amazon Prime Video, Disney+, Netflix, TV a cabo premium","tv de alta definicao de 60 polegadas com amazon prime video, disney+, netflix, tv a cabo premium",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi rápido (263 Mbps),wi-fi rapido (263 mbps),1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Forno Dako de aço inoxidável,forno dako de aco inoxidavel,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"Equipamento para exercícios: halteres, esteira","equipamento para exercicios: halteres, esteira",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"HDTV com TV a cabo, Netflix, Disney+, Amazon Prime Video","hdtv com tv a cabo, netflix, disney+, amazon prime video",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi rápido (439 Mbps),wi-fi rapido (439 mbps),1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi: 10 Mbps,wi-fi: 10 mbps,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Geladeira Panasonic Frost Free com Freezer,geladeira panasonic frost free com freezer,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Sabonete Protex  para o corpo,sabonete protex  para o corpo,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"Serviços de limpeza disponíveis 6 horas por dia, Terça-feira, Sexta-feira disponível a um custo extra","servicos de limpeza disponiveis 6 horas por dia, terca-feira, sexta-feira disponivel a um custo extra",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Sistema de som ALEXA,sistema de som alexa,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
